taxon,taxon_code,Domestic_wild_status,plant_part,family
Malva nicaeensis,MALVNIC,W,seed/grain,Malvaceae
Malva parviflora L.,MALVPAR,W,seed/grain,Malvaceae
Malva sp.,MALVSPE,W,seed/grain,Malvaceae
Malva sylvestris/nicaensis,MALSYNI,W,seed/grain,Malvaceae
Malvaceae indet.,MALVIND,W,seed/grain,Malvaceae
Matricaria sp. L.,MATRSPE,W,seed/grain,Asteraceae
Medicago hispida type,MEHITYP,W,seed/grain,Fabaceae
Medicago lacinata,MEDILAC,W,fruits,Fabaceae
Medicago minima,MEDIMIN,W,seed/grain,Leguminosae
Medicago polymorpha L.,MEDIPOL,W,seed/grain,Fabaceae
Medicago radiata L.,MEDIRAD,W,seed/grain,Fabaceae
Medicago sp.,MEDISPE,W,seed/grain,Fabaceae
Medicago sp. Sect. Spirocarpos Ser. (pod),MEDISPO,W,seed/grain,Fabaceae
Medicago type,MEDITYP,W,seed/grain,Fabaceae
Medicago/Meliotus sp.,MEDIMEL,W,seed/grain,Fabaceae
Melica persica,MELIPER,W,seed/grain,Poaceae
Melilotus sp.,MELISPE,W,seed/grain,Fabaceae
Melilotus/Trifolium,MELITRI,W,seed/grain,Fabaceae
Mesembryanthemum nodiflorum,MESENOD,W,seed/grain,Aizoaceae
Micromeria sp.,MICRSPE,W,seed/grain,Lamiaceae
Minuartia rubella,MINURUB,W,seed/grain,Caryophyllaceae
Minuartia sp.,MINUSPE,W,seed/grain,Caryophyllaceae
Moltkia coerulea,MOLTCOE,W,seed/grain,Boraginaceae
Moraceae indeterminate,MORAIND,W,seed/grain,Moraceae
Muscari longipes,MUSCLON,W,seed/grain,Liliaceae
Muscari sp.,MUSCSPE,W,seed/grain,Liliaceae
Nepeta sp.,NEPESPE,W,seed/grain,Lamiaceae
Neslia paniculata,NESLPAN,W,seed/grain,Brassicaceae
Neslia paniculata/apiculata,NESPAAP,W,seed/grain,Brassicaceae
Neslia sp.,NESLSPE,W,seed/grain,Brassicaceae
Nigella sp.,NIGESPE,W,seed/grain,Ranunculaceae
Nitraria schoberi,NITRSCH,W,seed/grain,Zygophyllaceae
Noaea mucronata,NOAEMUC,W,seed/grain,Chenopodiaceae
Noaea sp.,NOAESPE,W,seed/grain,Chenopodiaceae
Notobasis syriaca,NOTOSYR,W,achene,Compositae
Olea europaea L.,OLEAEUR,D,stone,Oleaceae
Olea sp. L.,OLEASPE,W,seed/grain,Oleaceae
Onobrychis sp.,ONOBSPE,W,seed/grain,Fabaceae
Onobrychis sp. pod,ONOBSPP,W,seed/grain,Fabaceae
Onobrychis viciifolia Scop.,ONOBVIC,W,seed/grain,Fabaceae
Ononis serrata,ONONSER,W,seed/grain,Leguminosae
Onopordum sp. L.,ONOPSPE,W,seed/grain,Asteraceae
Onosma albo-roseum,ONOSALB,W,seed/grain,Boraginaceae
Ornithogalum sp.,ORNISPE,W,seed/grain,Liliaceae
Oryzopsis holciformis,ORYZHOL,W,seed/grain,Poaceae
Panicoideae indeterminate,PANIIND,W,seed/grain,Poaceae
Panicum sp.,PANISPE,W,seed/grain,Poaceae
Papaver argemone L.,PAPAARG,W,seed/grain,Papaveraceae
Papaver dubium/rhoeas,PAPDURH,W,seed/grain,Papaveraceae
Papaver glaucum,PAPAGLA,W,seed/grain,Papaveraceae
Papaver somniferum L.,PAPASOM,D,seed/grain,Papaveraceae
Papaver sp.,PAPASPE,W,seed/grain,Papaveraceae
Papaveraceae indeterminate,PAPAIND,W,seed/grain,Papaveraceae
Papilionaceae indet.,PAPIIND,W,seed/grain,Fabaceae
Peganum harmala L.,PEGAHAR,W,seed/grain,Zygophyllaceae
Phalaris canariensis,PHALCAN,W,seed/grain,Poaceae
Phalaris paradoxa L.,PHALPAR,W,seed/grain,Poaceae
Phalaris sp.,PHALSPE,W,seed/grain,Poaceae
Phalaris tuberosa,PHALTUB,W,spikelets,Poaceae
Phlomis spp.,PHLOSPE,W,seed/grain,Labiatae
Phragmites australis (Cav.) Trin.,PHRAAUS,W,culm nodes,Poaceae
Phragmites sp.,PHRASPE,W,culm,Poaceae
Phragmites sp.,PHRASPE,W,seed/grain,Poaceae
Pimpinella spp.,PIMPSPE,W,seed/grain,Umbelliferae
Pistacia atlantica Desf.,PISTATL,D,nutlet,Anacardiaceae
Pistacia atlantica Desf.,PISTATL,D,fruits,Anacardiaceae
Pistacia atlantica Desf.,PISTATL,D,nutshell,Anacardiaceae
Pistacia atlantica Desf.,PISTATL,D,seed/grain,Anacardiaceae
Pistacia atlantica/palaestina,PISATPA,W,nutlet,Anacardiaceae
Pistacia atlantica/palaestina,PISATPA,W,seed/grain,Anacardiaceae
Pistacia khinjuk,PISTKHI,W,seed/grain,Anacardiaceae
Pistacia sp.,PISTSPE,W,nutshell,Anacardiaceae
Pistacia sp.,PISTSPE,W,seed/grain,Anacardiaceae
Pistacia terebinthus/lentiscus,PISTELE,W,seed/grain,Anacardiaceae
Pisum elatius Bieb.,PISUELA,W,seed/grain,Fabaceae
Pisum sativum L.,PISUSAT,D,seed/grain,Fabaceae
Pisum sp.,PISUSPE,W,seed/grain,Fabaceae
Pisum/Lathyrus sp.,PISULAT,D,seed/grain,Fabaceae
Pisum/Vicia sp.,PISUVIC,D,seed/grain,Fabaceae
Pisum/Vicia/Lathyrus,PISVILA,W,seed/grain,Fabaceae
Plantago coronopus,PLANCOR,W,spikes,Plantaginaceae
Plantago lagopus L.,PLANLAG,W,seed/grain,Plantaginaceae
Plantago lanceolata,PLANLAN,W,seed/grain,Plantaginaceae
Plantago major,PLANMAJ,W,seed/grain,Plantaginaceae
Plantago ovata,PLANOVA,W,seed/grain,Plantaginaceae
Plantago psyllium,PLANPSY,W,seed/grain,Plantaginaceae
Plantago sp.,PLANSPE,W,seed/grain,Plantaginaceae
Plantago squarrosa,PLANSQU,W,seed/grain,Plantaginaceae
Poa bulbosa,POABULB,W,bulbil,Poaceae
Poa bulbosa,POABULB,W,seed/grain,Poaceae
Poa sp.,POASPEC,W,seed/grain,Poaceae
Poa type,POATYPE,W,seed/grain,Poaceae
Poaceae indet.,GRAMIND,W,seed/grain,Poaceae
Poaceae indet.  Basal culm,GRAMINB,W,basal culm,Poaceae
Poaceae indet. large,GRAINLA,W,seed/grain,Poaceae
Poaceae indet. large,GRAINLA,W,chaff,Poaceae
Poaceae indet. Processed,GRAMINP,W,processed seed/grain,Poaceae
Poaceae indet. Rachis,GRAMIRA,W,chaff,Poaceae
Poaceae indet. rachis fragment,GRAINRA,W,chaff - rachis,Poaceae
Poaceae indet. small,GRAINSM,W,seed/grain,Poaceae
Poaceae indet. spikelet remains,GRAMINS,W,chaff,Poaceae
Poaceae indet. spikelet remains,GRAMINS,W,spikelet forks,Poaceae
Poaceae indet.culm nodes,GRAMINC,W,chaff,Poaceae
Polygonaceae indet.,POLYIND,W,seed/grain,Polygonaceae
Polygonaceae indet.,POLYIND,W,endosperm,Polygonaceae
Polygonaceae/Cyperaceae indeterminate,POLYCYP,W,seed/grain,Polygonaceae
Polygonum aviculare L.,POLYAVI,W,seed/grain,Polygonaceae
Polygonum convolvulus L.,POLYCON,W,seed/grain,Polygonaceae
Polygonum corregioloides,POLYCOR,W,seed/grain,Polygonaceae
Polygonum corregioloides type,POLYCOT,W,seed/grain,Polygonaceae
Polygonum lapathifolium L.,POLYLAP,W,seed/grain,Polygonaceae
Polygonum persicaria L.,POLYPER,W,seed/grain,Polygonaceae
Polygonum sp.,POLYSPE,W,seed/grain,Polygonaceae
Polygonum venantianum,POLYVEN,W,seed/grain,Polygonaceae
Polygonum/Rumex sp.,POLYRUM,W,seed/grain,Polygonaceae
Polypogon type,POLPTYP,W,seed/grain,Poaceae
Portulaca oleracea L.,PORTOLE,D,seed/grain,Portulacaceae
Portulaca sp.,PORTSPE,W,seed/grain,Portulacaceae
Potamogeton pectinatus,POTAPEC,W,fruitlet,Potamogetonaceae
Potamogeton sp.,POTASPE,W,seed/grain,Potamogetonaceae
Potentilla sp.,POSPEUC,W,seed/grain,Rosaceae
Potentilla sp.,POTESPE,W,seed/grain,Rosaceae
Primulaceae indeterminate,PRIMIND,W,seed/grain,Primulaceae
Prosopis farcta (Banks & Sol.) Macbride in Contrib. Gray Herb,PROSFAR,W,seed/grain,Fabaceae
Prosopis sp.,PROSSPE,W,seed/grain,Fabaceae
Prosopis stephaniana,PROSSTE,W,seed/grain,Fabaceae
Prosopis/Citrillus spp.,PROSCIT,W,seed/grain,Leguminosae
Prunus divaricata/Amygdalus orientalis,PRDIAMO,tree - fruit bearing,seed/grain,Rosaceae
Prunus sp.,PRUNSPE,D,endocarps,Rosaceae
Prunus sp.,PRUNSPE,D,seed/grain,Rosaceae
Psilurus incurvus (Gouan) Schinz & Thell.,PSILINC,W,seed/grain,Poaceae
Pyrus sp. L.,PYRUSPE,W,seed/grain,Rosaceae
Pyrus syriaca,PYRUSYR,tree - fruit bearing,seed/grain,Rosaceae
Pyrus/Malus sp.,PYRUMAL,D,seed/grain,Rosaceae
Quercus ithaburensis,QUERITH,tree - nut bearing,acorns,Fagaceae
Quercus ithaburensis,QUERITH,tree - nut bearing,acorn frags,Fagaceae
Quercus sp.,QUERSPE,W,seed/grain,Fagaceae
Quercus sp.,QUERSPE,W,hilar scars,Fagaceae
Quercus sp.,QUERSPE,W,nutshell,Fagaceae
Ranunculus acris,RANUACR,W,seed/grain,Ranunculaceae
Ranunculus arvensis L.,RANUARV,W,seed/grain,Ranunculaceae
Ranunculus ficaria,RANUFIC,W,seed/grain,Ranunculaceae
Ranunculus sceleratus,RANUSCE,W,seed/grain,Ranunculaceae
Ranunculus sp.,RANUSPE,W,seed/grain,Ranunculaceae
Reboudia pinnata,REBOPIN,W,seed/grain,Brassicaceae
Reseda lutea L.,RESELUT,W,seed/grain,Resedaceae
Reseda sp.,RESESPE,W,seed/grain,Resedaceae
Retama raetam,RETARAE,W,seed/grain,Leguminosae
Rhus coriaria,RHUSCOR,W,seed/grain,Anacardiaceae
riticumtroploid wheat rachis,TRITTWR,D,chaff,Poaceae
Rubiaceae indeterminate,RUBIIND,W,seed/grain,Rubiaceae
Rubus sanctus,RUBUSCT,W,seed/grain,Rosaceae
Rubus sanguineus,RUBUSAN,W,seed/grain,Rosaceae
Rubus sp.,RUBUSPE,W,seed/grain,Rosaceae
Rumex acetosella L.,RUMEACE,W,seed/grain,Polygonaceae
Rumex pulcher L.,RUMEPUL,W,seed/grain,Polygonaceae
Rumex pulcher type,RUMEPUT,W,seed/grain,Polygonaceae
Rumex sp.,RUMESPE,W,seed/grain,Polygonaceae
Rumex sp.,RUMESPE,W,fruit,Polygonaceae
Ruppia cirrhosa/maritima,RUPCIMA,W,fruit,Ruppiaceae
Salsola sp.,SALSSPE,W,embryo,Chenopodiaceae
Salsola sp.,SALSSPE,W,seed/grain,Chenopodiaceae
Salvia cryptantha,SALVCRY,W,seed/grain,Labiatae
Saponaria spp.,SAPOSPE,W,seed/grain,Caryophyllaceae
Schoenoplectus sp.,SCHOSPE,W,seed/grain,Cyperaceae
Schoenus nigricans L.,SCHONIG,W,seed/grain,Cyperaceae
Scirpus lacustris,SCIRLAC,W,seed/grain,Cyperaceae
Scirpus littoralis,SCIRLIT,W,seed/grain,Cyperaceae
Scirpus maritimus,SCIRMAR,W,seeds & tubers,Cyperaceae
Scirpus maritimus,SCIRMAR,W,seed/grain,Cyperaceae
Scirpus sp.,SCIRSPE,W,seed/grain,Cyperaceae
Scirpus tabernaemontani C.C.Gmelin,SCIRTAB,W,seed/grain,Cyperaceae
Scirpus triquetius,SCIRTRI,W,seed/grain,Cyperaceae
Scirpus tuberosus,SCIRTUB,W,tuber,Cyperaceae
Scirpus/Schoenoplectus sp.,SCIRSCH,W,seed/grain,Cyperaceae
Scleranthus sp.,SCLESPE,W,seed/grain,Illecebraceae
Scorpiurus muricatus L.,SCORMUR,W,seed/grain,Fabaceae
Scorpiurus sp.,SCORSPE,W,seed/grain,Fabaceae
Scrophularia sp.,SCROSPE,W,seed/grain,Scrophulariaceae
Scrophularia sp.,SCROSPE,W,capsule valves,Scrophulariaceae
Scrophulariaceae indeterminate,SCROIND,W,seed/grain,Scrophulariaceae
Secale cereale grains,SECACEG,D,seed/grain,Poaceae
Secale cereale rachis,SECACER,D,chaff,Poaceae
Secale cereale ssp. segetale grains,SECASEG,W,seed/grain,Poaceae
Secale cereale ssp. vavilovii grains,SECAVAV,W,seed/grain,Poaceae
Secale montanum grains,SECAMON,W,seed/grain,Poaceae
Secale montanum/vavilovii grains,SECMOVA,W,seed/grain,Poaceae
Secale montanum/vavilovii rachis,SECMOVR,W,chaff,Poaceae
Secale sp.,SECASPE,W,seed/grain,Poaceae
Secale sp. rachis,SECARAC,W,rachis,Poaceae
Setaria sp.,SETISPE,W,seed/grain,Poaceae
Setaria viridis type,SETAVIT,W,seed/grain,Poaceae
Setaria/Panicum sp.,SETAPAN,W,seed/grain,Poaceae
Sherardia arvensis L.,SHERARV,W,seed/grain,Rubiaceae
Sherardia sp.,SHERSPE,W,seed/grain,Rubiaceae
Silene aegyptiaca,SILEAEG,W,seed/grain,Caryophyllaceae
Silene arabica,SILEARA,W,seed/grain,Caryophyllaceae
Silene colorata,SILECOL,W,seed/grain,Caryophyllaceae
Silene sp.,SILESPE,W,seed/grain,Caryophyllaceae
Silene trinervis,SILETRI,W,seed/grain,Caryophyllaceae
Silene/Gyposphila,SILEGYP,W,seed/grain,aryophyllaceae
Silene/Stellaria sp.,SILESTE,W,seed/grain,Caryophyllaceae
Sinapis sp.,SINASPE,W,seed/grain,Brassicaceae
Sisymbrium spp.,SISYSPE,W,seed/grain,Cruciferae
small-seeded indet,INDETES,W,seed/grain,-
Solanaceae indeterminate,SOLAIND,W,seed/grain,Solanaceae
Solanum dulcamara,SOLADUL,W,seed/grain,Solanaceae
Solanum nigrum L.,SOLANIG,W,seed/grain,Solanaceae
Solanum sp.,SOLASPE,W,seed/grain,Solanaceae
Sophora spp.,SOPHSPE,W,seed/grain,Leguminosae
Spergularia arvensis,SPERARV,W,seed/grain,Caryophyllaceae
Spergularia sp.,SPERSPE,W,seed/grain,Caryophyllaceae
Stachys sp.,STACSPE,W,seed/grain,Lamiaceae
Stellaria sp.,STELSPE,W,seed/grain,Caryophyllaceae
Stipa barbata/lagascae,STIBALA,W,seed/grain,Poaceae
Stipa capensis,STIPCAP,W,seed/grain,Poaceae
Stipa gigantea,STIPGIG,W,seed/grain,Poaceae
Stipa sp.,STIPSPE,W,seed/grain,Poaceae
Stipa sp. awn,STIPSPA,W,chaff - awn,Poaceae
Stipa/Stipagrostis spp.,STIPSTI,W,seed/grain,Poaceae
Stipagrostis obtusa,STPGOBT,W,seed/grain,Poaceae
Stipagrostis plumosa,STPGPLU,W,seed/grain,Poaceae
Suaeda fruticosa,SUAEFRU,W,seed/grain,Chenopodiaceae
Suaeda maritima,SUAEMAR,W,seed/grain,Chenopodiaceae
Suaeda palaestina,SUAEPAL,W,seed/grain,Chenopodiaceae
Suaeda sp.,SUAESPE,W,seed/grain,Chenopodiaceae
Taeniatherum caput-medusae (L.) Nevski,TAENCAM,W,seed/grain,Poaceae
Taeniatherum caput-medusae/crinitum,TAECACR,W,seed/grain,Poaceae
Taeniatherum crinitum spikelet,TAENCRS,W,chaff - spikelet fork,Poaceae
Taeniatherum spikelet base,TAENSPB,W,spikelet base,Poaceae
Taeniatherum spp.,TAENSPE,W,seed/grain,Poaceae
Teucrium botrys,TEUCBOT,W,seed/grain,Lamiaceae
Teucrium sp.,TEUCSPE,W,seed/grain,Lamiaceae
Teucrium/Ajuga sp.,TEUCAJU,W,seed/grain,Lamiaceae
Texiera glastifolia,TEXIGLA,W,seed/grain,Cruciferae
Thymelaea hirsuta (L.) Endl.,THYMHIR,W,nutlets,Thymelaeaceae
Thymelaea passerina (L.) Cosson & Germ.,THYMPAS,W,seed/grain,Thymelaeaceae
Thymelaea sp.,THYMSPE,W,seed/grain,Thymelaeaceae
Thymelaeaceae indeterminate,THYMIND,W,seed/grain,Thymelaeaceae
Torilis nodosa,TORINOD,W,seed/grain,Umbelliferae
Torilis type,TORITYP,W,seed/grain,Apiaceae
Torularia torulosa,TORUTOR,W,seed/grain,Brassicaceae
Trachynia distachya (L.) Link,TRACDIS,W,seed/grain,Poaceae
Tragopogon spp.,TRANSPE,W,seed/grain,Asteraceae
Tragus spp.,TRAGSPE,W,seed/grain,Poaceae
Tribulus terrestris L.,TRIBTER,W,seed/grain,Zygophyllaceae
Trifolieae,TRIFIND,W,seed/grain,Fabaceae
Trifolium sp.,TRIFSPE,W,seed/grain,Fabaceae
Trifolium type,TRIFTYP,W,seed/grain,Fabaceae
Trigonella arabica/schlumbergeri,TRIARSC,W,seed/grain,Leguminosae
Trigonella astroites - type,TRASTTY,W,seed/grain,Fabaceae
Trigonella astroites Fisch. & Mey.,TRIGAST,W,seed/grain,Fabaceae
Trigonella noeana,TRIGNOE,W,seed/grain,Leguminosae
Trigonella sibthorpii,TRIGSIB,W,seed/grain,Leguminosae
Trigonella sp.,TRIGSPE,W,seed/grain,Fabaceae
Trigonella/Astragalus sp.,TRIASTR,W,seed/grain,Fabaceae
Trisetum type,TRISETY,W,seed/grain,Poaceae
Triticeae,TRITIND,W,seed/grain,Poaceae
Triticum aestivum/spelta grains,TRIFHSP,D,seed/grain,Poaceae
Triticum aestivum/spelta terminal rachis,TRIFHTR,D,chaff,Poaceae
Triticum boeoticum glume bases,TRITBOG,W,chaff,Poaceae
Triticum boeoticum grains (1/2g),TRITBOE,W,seed/grain,Poaceae
Triticum boeoticum grains (1g),TRITBOO,W,seed/grain,Poaceae
Triticum boeoticum grains (2g),TRITBOT,W,seed/grain,Poaceae
Triticum boeoticum spikelet forks,TRITBOS,W,chaff,Poaceae
Triticum boeoticum/monococcum glume bases,TRIBOMG,W/D,chaff,Poaceae
Triticum boeoticum/monococcum grains,TRIBOMO,W,seed/grain,Poaceae
Triticum boeoticum/monococcum grains 2g urartu,TRIDCDT,W/D,seed/grain,Poaceae
Triticum boeoticum/monococcum spikelet forks,TRIBOMS,W/D,chaff - spikelet fork,Poaceae
Triticum boeoticum/Secale montanum grains,TRBOSEM,W,seed/grain,Poaceae
Triticum dicoccoides grains,TRITDID,W,seed/grain,Poaceae
Triticum dicoccoides spikelet forks,TRIDIDS,D,chaff,Poaceae
Triticum dicoccum glume bases,TRITDIG,D,chaff - glume base,Poaceae
Triticum dicoccum grains,TRITDIC,D,seed/grain,Poaceae
Triticum dicoccum rachis,TRITDRA,D,basal rachis,Poaceae
Triticum dicoccum spikelet fork terminal,TRITDIT,D,chaff,Poaceae
Triticum dicoccum spikelet forks,TRITDIS,D,spikelet forks,Poaceae
Triticum dicoccum/dicoccoides grains,TRIDCDD,W,seed/grain,Poaceae
Triticum dicoccum/dicoccoides spikelet forks,TRIDCDS,W/D,chaff - spikelet fork/gb,Poaceae
Triticum dicoccum/spelta grains,TRIDISP,D,seed/grain,Poaceae
Triticum indeterminate glume wheat rachis,TRIGLWR,D,chaff,Poaceae
Triticum monococcum glume bases,TRITMOG,D,glume base,Poaceae
Triticum monococcum grains (1/2g),TRITMON,D,seed/grain,Poaceae
Triticum monococcum grains (1g),TRITMOO,D,seed/grain,Poaceae
Triticum monococcum grains (2g),TRITMOT,D,seed/grain,Poaceae
Triticum monococcum spikelet forks,TRITMOS,D,spikelet forks,Poaceae
Triticum monococcum/dicoccum glume bases,TRIMODG,D,glume base,Poaceae
Triticum monococcum/dicoccum grains,TRIMODI,D,grain frags,Poaceae
Triticum monococcum/dicoccum grains,TRIMODI,D,seed/grain,Poaceae
Triticum monococcum/dicoccum rachis,TRIMDRA,D,chaff,Poaceae
Triticum monococcum/dicoccum spikelet forks,TRIMODS,D,spikelet fork,Poaceae
Triticum sp. Chaff,TRITSCH,D,chaff - spikelet fork,Poaceae
Triticum sp. glume base,TRITSGB,W,glume base,Poaceae
Triticum sp. 'speltoid' type,TRITSPT,W,seed/grain,Poaceae
Triticum species free threshing wheat hexaploid grains,TRITFTH,D,seed/grain,Poaceae
Triticum species free threshing wheat hexaploid rachis,TRIFTHR,D,chaff,Poaceae
Triticum species free threshing wheat tetraploid grains,TRITFTT,D,seed/grain,Poaceae
Triticum species free threshing wheat tetraploid rachis,TRIFTTR,D,chaff,Poaceae
Triticum species indeterminate fr thr/gl wheat awn,TRITSPA,D,chaff,Poaceae
"Triticum species indeterminate fr thr/gl wheat glumes, husk",TRITSPH,D,chaff,Poaceae
Triticum species indeterminate fr thr/gl wheat grains,TRITSPE,D,seed/grain frags,Poaceae
Triticum species indeterminate fr thr/gl wheat grains,TRITSPE,D,seed/grain,Poaceae
Triticum species indeterminate fr thr/gl wheat rachis,TRITSPR,D,chaff,Poaceae
Triticum species indeterminate free threshing wheat grains,TRITFTW,D,seed/grain,Poaceae
Triticum species indeterminate free threshing wheat rachis,TRITFTR,D,chaff,Poaceae
Triticum species indeterminate free threshing wheat rachis base,TRIGLWB,D,chaff - rachis base,Poaceae
Triticum species indeterminate glume wheat glume bases,TRIGLWG,D,glume bases,Poaceae
Triticum species indeterminate glume wheat grains,TRITGLW,D,seed/grain,Poaceae
Triticum species indeterminate glume wheat spikelet forks,TRIGLWS,D,spikelet forks,Poaceae
Triticum species new type glume wheat glume bases,TRINTGB,D,glume base,Poaceae
Triticum species new type glume wheat grains,TRINTWG,D,seed/grain,Poaceae
Triticum species new type glume wheat spikelet forks,TRINTSF,D,spikelet forks,Poaceae
Triticum spelta grains,TRITSPL,D,seed/grain,Poaceae
Triticum turgidum spikelet forks,TRITTUS,D,chaff,Poaceae
Triticum/Secale,TRITSEC,D,seed/grain,Poaceae
Urtica urens L.,URTIURE,W,seed/grain,Urticaceae
Vaccaria pyramidata Medik.,VACCPYR,W,seed/grain,Caryophyllaceae
Vaccaria sp.,VACCSPE,W,seed/grain,Caryophyllaceae
Valerianella coronata (L.) DC.,VALECOR,W,seed/grain,Valerianaceae
Valerianella dentata (L.) Pollich,VALEDEN,W,seed/grain,Valerianaceae
Valerianella sp. Miller,VALESPE,W,seed/grain,Valerianaceae
Verbascum sp.,VERBSPE,W,seed/grain,Scrophulariaceae
Verbena officinalis L.,VEREOFF,W,seed/grain,Verbenaceae
Verbena sp.,VERESPE,W,seed/grain,Verbenaceae
Veronica persica type,VEROPET,W,seed/grain,Scrophulariaceae
Vicia ervilia (L.) Willd.,VICIERV,D,seed/grain,Fabaceae
Vicia faba L.,VICIFAB,D,seed/grain,Fabaceae
Vicia faba/narbonensis,VICFANA,W/D,seed/grain,Leguminosae
Vicia narbonensis L.,VICINAR,W,seed/grain,Fabaceae
Vicia palastina,VICIPAL,W,seed/grain,Fabaceae
Vicia peregrina L.,VICIPER,W,seed/grain,Fabaceae
Vicia sativa L.,VICISAT,D,seed/grain,Fabaceae
Vicia sp.,VICISPE,D,seed/grain,Fabaceae
Vicia/Lathyrus,VICILAT,W,seed/grain,Fabaceae
Vicia/Pisum,VICIPIS,D,seed/grain,Fabaceae
Vicieae,VICIEAE,W,seed/grain,Fabaceae
Viola sp.,VIOLSPE,W,seed/grain,Violaceae
Vitex agnus-castus L.,VITEAGN,W,seed/grain,Verbenaceae
Vitis sp.,VITISPE,W,seed/grain,Vitaceae
Vitis sylvestris Gmelin,VITISYL,W,seed/grain,Vitaceae
Vitis vinifera L. pips,VITIVIN,D,seed/grain,Vitaceae
Vulpia spp.,VULPSPE,W,seed/grain,Poaceae
Ziziphora sp.,ZIZISPE,W,seed/grain,Lamiaceae
Ziziphora tenuior L.,ZIZITEN,W,seed/grain,Lamiaceae
Zoegea leptaurea,ZOEGLEP,W,seed/grain,Asteraceae
Zygophyllum fabago,ZYGOFAB,W,seed/grain,Zygophyllaceae
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
